C:\Users\bhatt\PycharmProjects\ads\myData\IMG\center_2024_07_04_13_12_07_395.jpg, C:\Users\bhatt\PycharmProjects\ads\myData\IMG\left_2024_07_04_13_12_07_395.jpg, C:\Users\bhatt\PycharmProjects\ads\myData\IMG\right_2024_07_04_13_12_07_395.jpg, 0, 0, 0, 7.777298E-05
C:\Users\bhatt\PycharmProjects\ads\myData\IMG\center_2024_07_04_13_12_07_501.jpg, C:\Users\bhatt\PycharmProjects\ads\myData\IMG\left_2024_07_04_13_12_07_501.jpg, C:\Users\bhatt\PycharmProjects\ads\myData\IMG\right_2024_07_04_13_12_07_501.jpg, 0, 0, 0, 7.850552E-05
C:\Users\bhatt\PycharmProjects\ads\myData\IMG\center_2024_07_04_13_12_07_608.jpg, C:\Users\bhatt\PycharmProjects\ads\myData\IMG\left_2024_07_04_13_12_07_608.jpg, C:\Users\bhatt\PycharmProjects\ads\myData\IMG\right_2024_07_04_13_12_07_608.jpg, 0, 0, 0, 7.820074E-05
C:\Users\bhatt\PycharmProjects\ads\myData\IMG\center_2024_07_04_13_12_07_711.jpg, C:\Users\bhatt\PycharmProjects\ads\myData\IMG\left_2024_07_04_13_12_07_711.jpg, C:\Users\bhatt\PycharmProjects\ads\myData\IMG\right_2024_07_04_13_12_07_711.jpg, 0, 0, 0, 7.90306E-05
C:\Users\bhatt\PycharmProjects\ads\myData\IMG\center_2024_07_04_13_12_07_815.jpg, C:\Users\bhatt\PycharmProjects\ads\myData\IMG\left_2024_07_04_13_12_07_815.jpg, C:\Users\bhatt\PycharmProjects\ads\myData\IMG\right_2024_07_04_13_12_07_815.jpg, 0, 0, 0, 7.858864E-05
C:\Users\bhatt\PycharmProjects\ads\myData\IMG\center_2024_07_04_13_12_07_915.jpg, C:\Users\bhatt\PycharmProjects\ads\myData\IMG\left_2024_07_04_13_12_07_915.jpg, C:\Users\bhatt\PycharmProjects\ads\myData\IMG\right_2024_07_04_13_12_07_915.jpg, 0, 0, 0, 7.816944E-05
C:\Users\bhatt\PycharmProjects\ads\myData\IMG\center_2024_07_04_13_12_08_020.jpg, C:\Users\bhatt\PycharmProjects\ads\myData\IMG\left_2024_07_04_13_12_08_020.jpg, C:\Users\bhatt\PycharmProjects\ads\myData\IMG\right_2024_07_04_13_12_08_020.jpg, 0, 0, 0, 7.815788E-05
C:\Users\bhatt\PycharmProjects\ads\myData\IMG\center_2024_07_04_13_12_08_131.jpg, C:\Users\bhatt\PycharmProjects\ads\myData\IMG\left_2024_07_04_13_12_08_131.jpg, C:\Users\bhatt\PycharmProjects\ads\myData\IMG\right_2024_07_04_13_12_08_131.jpg, 0, 0.0698334, 0, 0.005801729
C:\Users\bhatt\PycharmProjects\ads\myData\IMG\center_2024_07_04_13_12_08_237.jpg, C:\Users\bhatt\PycharmProjects\ads\myData\IMG\left_2024_07_04_13_12_08_237.jpg, C:\Users\bhatt\PycharmProjects\ads\myData\IMG\right_2024_07_04_13_12_08_237.jpg, -0.2994486, 0.369282, 0, 0.3184906
C:\Users\bhatt\PycharmProjects\ads\myData\IMG\center_2024_07_04_13_12_08_342.jpg, C:\Users\bhatt\PycharmProjects\ads\myData\IMG\left_2024_07_04_13_12_08_342.jpg, C:\Users\bhatt\PycharmProjects\ads\myData\IMG\right_2024_07_04_13_12_08_342.jpg, -0.6046281, 0.6744614, 0, 0.9552752
C:\Users\bhatt\PycharmProjects\ads\myData\IMG\center_2024_07_04_13_12_08_444.jpg, C:\Users\bhatt\PycharmProjects\ads\myData\IMG\left_2024_07_04_13_12_08_444.jpg, C:\Users\bhatt\PycharmProjects\ads\myData\IMG\right_2024_07_04_13_12_08_444.jpg, -0.562393, 0.9864691, 0, 1.933939
C:\Users\bhatt\PycharmProjects\ads\myData\IMG\center_2024_07_04_13_12_08_556.jpg, C:\Users\bhatt\PycharmProjects\ads\myData\IMG\left_2024_07_04_13_12_08_556.jpg, C:\Users\bhatt\PycharmProjects\ads\myData\IMG\right_2024_07_04_13_12_08_556.jpg, -0.2010795, 1, 0, 3.312663
C:\Users\bhatt\PycharmProjects\ads\myData\IMG\center_2024_07_04_13_12_08_657.jpg, C:\Users\bhatt\PycharmProjects\ads\myData\IMG\left_2024_07_04_13_12_08_657.jpg, C:\Users\bhatt\PycharmProjects\ads\myData\IMG\right_2024_07_04_13_12_08_657.jpg, 0, 1, 0, 4.483836
C:\Users\bhatt\PycharmProjects\ads\myData\IMG\center_2024_07_04_13_12_08_775.jpg, C:\Users\bhatt\PycharmProjects\ads\myData\IMG\left_2024_07_04_13_12_08_775.jpg, C:\Users\bhatt\PycharmProjects\ads\myData\IMG\right_2024_07_04_13_12_08_775.jpg, 0, 1, 0, 5.875531
C:\Users\bhatt\PycharmProjects\ads\myData\IMG\center_2024_07_04_13_12_08_879.jpg, C:\Users\bhatt\PycharmProjects\ads\myData\IMG\left_2024_07_04_13_12_08_879.jpg, C:\Users\bhatt\PycharmProjects\ads\myData\IMG\right_2024_07_04_13_12_08_879.jpg, -0.195669, 1, 0, 7.014256
C:\Users\bhatt\PycharmProjects\ads\myData\IMG\center_2024_07_04_13_12_08_992.jpg, C:\Users\bhatt\PycharmProjects\ads\myData\IMG\left_2024_07_04_13_12_08_992.jpg, C:\Users\bhatt\PycharmProjects\ads\myData\IMG\right_2024_07_04_13_12_08_992.jpg, -0.5573793, 1, 0, 8.307773
C:\Users\bhatt\PycharmProjects\ads\myData\IMG\center_2024_07_04_13_12_09_104.jpg, C:\Users\bhatt\PycharmProjects\ads\myData\IMG\left_2024_07_04_13_12_09_104.jpg, C:\Users\bhatt\PycharmProjects\ads\myData\IMG\right_2024_07_04_13_12_09_104.jpg, -0.2229762, 1, 0, 9.430947
C:\Users\bhatt\PycharmProjects\ads\myData\IMG\center_2024_07_04_13_12_09_209.jpg, C:\Users\bhatt\PycharmProjects\ads\myData\IMG\left_2024_07_04_13_12_09_209.jpg, C:\Users\bhatt\PycharmProjects\ads\myData\IMG\right_2024_07_04_13_12_09_209.jpg, 0, 1, 0, 10.75444
